Name,Score,Genre,Episodes,Studios,Rating
Code:Realize - Sousei no Himegimi,7,Military,1,M.S.C,PG-13 - Teens 13 or older
MILPOM★,5,Comedy,1,Bandai Namco Pictures,PG-13 - Teens 13 or older
Wake up!! Tamala,5,Fantasy,1,Unknown,G - All Ages
Bungou Stray Dogs,8,Action,1,Bones,R - 17+ (violence & profanity)
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",8,Drama,1,Bones,PG-13 - Teens 13 or older
Aikatsu Stars! Movie,7,Music,1,Bandai Namco Pictures,PG - Children
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,7,Mystery,1,J.C.Staff,PG-13 - Teens 13 or older
One Piece Film: Gold,8,Action,1,Toei Animation,PG-13 - Teens 13 or older
Lord of Vermilion III Special Anime Movie,6,Action,1,Seven Arcs Pictures,PG-13 - Teens 13 or older
Mini-Chara Macross,5,Parody,1,Unknown,G - All Ages
Pan de Peace!,6,Slice of Life,1,Asahi Production,PG-13 - Teens 13 or older
Huyao Xiao Hongniang,7,Comedy,1,Haoliners Animation League,PG-13 - Teens 13 or older
High School Fleet,7,Action,1,Production IMS,PG-13 - Teens 13 or older
Go! Samurai,6,Action,1,Unknown,PG-13 - Teens 13 or older
Ari Ningen Monogatari,5,Fantasy,1,Unknown,R - 17+ (violence & profanity)
Love & Gift,5,Slice of Life,1,Unknown,G - All Ages
Aoki Seimei Hoken,5,Comedy,1,Unknown,G - All Ages
Anitore! EX,5,Comedy,1,Rising Force,PG-13 - Teens 13 or older
Classroom☆Crisis: Tabi no Haji wa Uwanuri,6,Sci-Fi,1,Lay-duce,PG-13 - Teens 13 or older
Larva,6,Comedy,1,Unknown,G - All Ages
Manaria Friends,7,Demons,1,CygamesPictures,PG-13 - Teens 13 or older
Sekkou Boys,6,Music,1,LIDENFILMS,PG-13 - Teens 13 or older
Peeping Life TV: Season 1??,6,Comedy,1,"Tatsunoko Production, CoMix Wave Films, FOREST Hunting One",G - All Ages
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,6,Slice of Life,1,Unknown,PG-13 - Teens 13 or older
Durarara!!x2 Ten: Onoroke Chakapoko,8,Action,1,Shuka,R - 17+ (violence & profanity)
Charlotte: Tsuyoimono-tachi,7,Super,1,P.A. Works,PG-13 - Teens 13 or older
Prince of Stride: Alternative,7,Sports,1,Madhouse,PG-13 - Teens 13 or older
Miss Monochrome The Animation 3,7,Music,1,"SANZIGEN, LIDENFILMS",G - All Ages
Gangsta. Recap,6,Action,1,Manglobe,R - 17+ (violence & profanity)
Sansha Sanyou,7,Slice of Life,1,Doga Kobo,PG-13 - Teens 13 or older
Ketsuekigata-kun! 3,6,Comedy,1,"feel., Zexcs, Assez Finaud Fabric",PG-13 - Teens 13 or older
Wake Up,5,Music,1,Unknown,G - All Ages
Brave Beats,6,Adventure,1,Bandai Namco Pictures,G - All Ages
JK Meshi!,5,Comedy,1,"Kyotoma, Office Nobu",PG-13 - Teens 13 or older
Ajin,7,Action,1,Polygon Pictures,R - 17+ (violence & profanity)
Tsuritama: Harikitte Contest,6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Haruko no Bouken,5,Dementia,1,Unknown,G - All Ages
Henkei Sakuhin Dai 1-ban,5,Dementia,1,Unknown,G - All Ages
Mochibei,3,Dementia,1,Unknown,PG-13 - Teens 13 or older
Kojin Toshi,5,Dementia,1,Unknown,G - All Ages
All Out!!,7,School,1,"Madhouse, TMS Entertainment",PG-13 - Teens 13 or older
Pokemon XY&Z,8,Action,1,OLM,PG - Children
Rokka no Yuusha Picture Drama,6,Action,1,Passione,PG-13 - Teens 13 or older
Luger Code 1951,6,Action,1,Studio Deen,PG-13 - Teens 13 or older
Teekyuu 4 Specials,6,Comedy,1,Millepensee,PG-13 - Teens 13 or older
Kyoukai no Rinne (TV) 2nd Season,7,Comedy,1,Brain's Base,PG-13 - Teens 13 or older
Kanojo ga Kanji wo Suki na Riyuu.,5,School,1,Studio 4°C,PG - Children
Ooyasan wa Shishunki!,7,Comedy,1,Seven Arcs Pictures,PG-13 - Teens 13 or older
Tomato ni Natta Otokonoko,5,Kids,1,Unknown,G - All Ages
Granblue Fantasy The Animation,7,Adventure,1,A-1 Pictures,PG-13 - Teens 13 or older
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Monster Hunter Stories: Ride On,6,Fantasy,1,David Production,PG-13 - Teens 13 or older
Sushi Police,5,Comedy,1,KOO-KI,PG-13 - Teens 13 or older
Kokuhaku,2,Horror,1,Unknown,R - 17+ (violence & profanity)
Dagashi Kashi,7,Comedy,1,feel.,PG-13 - Teens 13 or older
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",8,Action,1,A-1 Pictures,R - 17+ (violence & profanity)
Niedola,6,Music,1,Unknown,PG-13 - Teens 13 or older
Deniroo's Circus,5,Comedy,1,Unknown,G - All Ages
Persona 5 the Animation: The Day Breakers,7,Action,1,A-1 Pictures,PG-13 - Teens 13 or older
3-gatsu no Lion,8,Drama,1,Shaft,PG-13 - Teens 13 or older
Kuroko no Basket Movie 4: Last Game,8,Sports,1,Production I.G,PG-13 - Teens 13 or older
Hibike! Euphonium: Kakedasu Monaka,7,Drama,1,Kyoto Animation,PG-13 - Teens 13 or older
Teekyuu 5 Specials,6,Comedy,1,Millepensee,PG-13 - Teens 13 or older
Takamiya Nasuno Desu!: Teekyuu Spin-off Special,6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Kaitou Joker 3rd Season,7,Adventure,1,Shin-Ei Animation,PG - Children
Larva 2nd Season,6,Comedy,1,Unknown,G - All Ages
Larva 3rd Season,6,Comedy,1,Unknown,G - All Ages
Haikyuu!! Quest Picture Drama,7,Comedy,1,Production I.G,PG-13 - Teens 13 or older
Persona 2: Another Self,6,Action,1,Unknown,PG-13 - Teens 13 or older
Long Zhi Gu: Jingling Wangzuo,7,Action,1,Mili Pictures,PG - Children
Super Lovers,7,Slice of Life,1,Studio Deen,PG-13 - Teens 13 or older
Danchigai: Juusan Goutou Sentou Ikitai!!,6,Slice of Life,1,Creators in Pack,PG-13 - Teens 13 or older
Goro-chan,5,Kids,1,Unknown,G - All Ages
One Punch Man: Road to Hero,8,Action,1,Madhouse,R - 17+ (violence & profanity)
Fate/kaleid liner Prisma☆Illya 3rei!!,8,Action,1,SILVER LINK.,PG-13 - Teens 13 or older
Divine Gate,6,Action,1,Studio Pierrot,PG-13 - Teens 13 or older
Working!!!: Lord of the Takanashi,8,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Rewrite,7,Action,1,8bit,PG-13 - Teens 13 or older
Nanatsu no Taizai: Seisen no Shirushi,7,Action,1,A-1 Pictures,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon Crystal Season III,8,Demons,1,Toei Animation,PG-13 - Teens 13 or older
Gakusen Toshi Asterisk 2nd Season,7,Sci-Fi,1,A-1 Pictures,PG-13 - Teens 13 or older
Nanairo Kakumei,6,Comedy,1,Unknown,G - All Ages
Magi: Sinbad no Bouken (TV),8,Action,1,Lay-duce,PG-13 - Teens 13 or older
Oshiri Kajiri Mushi (TV) 4th Season,5,Comedy,1,Kinema Citrus,G - All Ages
Chou Kidougai-ku: Kashiwa-no-Ha,5,Mecha,1,Unknown,PG - Children
TV-ban Pokemon Special Masara Town-hen Recaps,6,Action,1,OLM,PG - Children
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,7,Action,1,Brain's Base,PG-13 - Teens 13 or older
Owari no Seraph: The Beginning of the End,7,Action,1,Wit Studio,R - 17+ (violence & profanity)
Kizumonogatari II: Nekketsu-hen,9,Action,1,Shaft,R - 17+ (violence & profanity)
Kizumonogatari III: Reiketsu-hen,9,Action,1,Shaft,R - 17+ (violence & profanity)
Hakubutsushi,5,Dementia,1,Unknown,G - All Ages
Sayokyoku,5,Comedy,1,Unknown,G - All Ages
King of Prism by Pretty Rhythm,6,Music,1,Tatsunoko Production,PG - Children
Accel World: Infinite∞Burst,7,Action,1,Sunrise,PG-13 - Teens 13 or older
Nejimaki Seirei Senki: Tenkyou no Alderamin,8,Action,1,Madhouse,R - 17+ (violence & profanity)
Kojiki: Hyuuga-hen,6,Historical,1,Unknown,G - All Ages
Amanchu!,7,Slice of Life,1,J.C.Staff,PG-13 - Teens 13 or older
One Punch Man Specials,8,Action,1,Madhouse,R - 17+ (violence & profanity)
Neko nanka Yondemo Konai.,6,Slice of Life,1,Unknown,G - All Ages
Kimi no Kokoro wa Kagayaiteru kai?,7,Music,1,Sunrise,PG-13 - Teens 13 or older
Yowamushi Pedal: New Generation,8,Comedy,1,TMS Entertainment,PG-13 - Teens 13 or older
Hakuouki Shinkai: Kaze no Shou,6,Action,1,Idea Factory,PG-13 - Teens 13 or older
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,6,Comedy,1,"Production IMS, Orange",PG-13 - Teens 13 or older
Mahou Shoujo Nante Mou Ii Desukara.,6,Comedy,1,Pine Jam,PG-13 - Teens 13 or older
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",7,Comedy,1,SILVER LINK.,PG-13 - Teens 13 or older
Kiznaiver,7,Sci-Fi,1,Trigger,PG-13 - Teens 13 or older
Kuma Miko,6,Slice of Life,1,"Kinema Citrus, EMT Squared",PG-13 - Teens 13 or older
Sugio: Mori de Koi wo Shite,5,Comedy,1,DLE,G - All Ages
Kuroshitsuji Movie: Book of the Atlantic,8,Action,1,A-1 Pictures,R - 17+ (violence & profanity)
"Kono Danshi, Mahou ga Oshigoto Desu.",7,Magic,1,CoMix Wave Films,PG-13 - Teens 13 or older
Arslan Senki (TV): Fuujin Ranbu,8,Action,1,LIDENFILMS,PG-13 - Teens 13 or older
Comet Lucifer: Garden Indigo no Shasou kara,6,Adventure,1,Unknown,G - All Ages
Sinbad: Mahou no Lamp to Ugoku Shima,6,Adventure,1,Nippon Animation,G - All Ages
Lilac (Bombs Jun Togawa),6,Music,1,Onionskin,PG - Children
Ze Tian Ji,7,Action,1,Shanghai Foch Film Culture Investment,PG-13 - Teens 13 or older
Puzzle & Dragons CM,6,Game,1,Studio Colorido,G - All Ages
Ojisan to Marshmallow,7,Slice of Life,1,Creators in Pack,PG-13 - Teens 13 or older
Dog Days'': Limone Resort Tenbou Onsen!,7,Ecchi,1,Seven Arcs Pictures,PG-13 - Teens 13 or older
Biohazard: Vendetta,7,Action,1,Marza Animation Planet,R - 17+ (violence & profanity)
Hai to Gensou no Grimgar,8,Action,1,A-1 Pictures,PG-13 - Teens 13 or older
Tenchi Muyou! Ryououki 4th Season,7,Action,1,AIC,PG-13 - Teens 13 or older
Kare Baka: Wagahai no Kare wa Baka de R,6,Comedy,1,Sakura Create,PG-13 - Teens 13 or older
Last Exile: Ginyoku no Fam Movie - Over the Wishes,6,Action,1,Gonzo,PG-13 - Teens 13 or older
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,6,School,1,Unknown,PG-13 - Teens 13 or older
2002-nen Halmeoni Ondo,5,Music,1,Unknown,G - All Ages
B Who I Want 2 B,6,Music,1,Unknown,G - All Ages
Bakuon!! OVA,6,Cars,1,TMS Entertainment,PG-13 - Teens 13 or older
Mahoutsukai Precure!,7,Action,1,Toei Animation,G - All Ages
Nurse Witch Komugi-chan R,6,Comedy,1,Tatsunoko Production,PG-13 - Teens 13 or older
"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",6,Music,1,A-1 Pictures,PG-13 - Teens 13 or older
"Ai think so,",6,Music,1,Unknown,G - All Ages
Wakaba*Girl: Onsen Tsukaritai,7,Comedy,1,Nexus,PG-13 - Teens 13 or older
Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6,Adventure,1,OLM,G - All Ages
Shinsetsu Kachikachi Yama,5,Action,1,Unknown,G - All Ages
Shoujo-tachi wa Kouya wo Mezasu,6,School,1,"Barnum Studio, Project No.9",PG-13 - Teens 13 or older
Owaranai Seraph: Nagoya-hen,7,Comedy,1,Wit Studio,PG-13 - Teens 13 or older
PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,7,Music,1,Tatsunoko Production,PG - Children
Mini Hama: Minimum Hamatora Movies,6,Comedy,1,Lerche,PG-13 - Teens 13 or older
White Tree,6,Music,1,Unknown,G - All Ages
Phantom of the Kill: Zero kara no Hangyaku,6,Action,1,Production I.G,R - 17+ (violence & profanity)
Full Metal Panic! Invisible Victory,8,Action,1,Xebec,R - 17+ (violence & profanity)
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,9,Action,1,David Production,R - 17+ (violence & profanity)
Alice in Dreamland,5,Adventure,1,Unknown,G - All Ages
Kono Bijutsubu ni wa Mondai ga Aru!,7,Comedy,1,feel.,PG-13 - Teens 13 or older
New Game!,8,Game,1,Doga Kobo,PG-13 - Teens 13 or older
Boku no Hero Academia,8,Action,1,Bones,PG-13 - Teens 13 or older
Ba La La Xiao Mo Xian Zhi: Qiji Wubu,6,Comedy,1,Unknown,G - All Ages
Sword Gai,6,Action,1,Digital Frontier,R - 17+ (violence & profanity)
Dog Days'': Gravure Talk,6,Comedy,1,Seven Arcs Pictures,PG-13 - Teens 13 or older
Tang Lang Bu Chan,6,Historical,1,Shanghai Animation Film Studio,G - All Ages
Mobile Suit Gundam Thunderbolt,8,Action,1,Sunrise,R - 17+ (violence & profanity)
Hanabi,6,Slice of Life,1,Unknown,PG-13 - Teens 13 or older
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,7,Comedy,1,Shin-Ei Animation,G - All Ages
Lupin Shanshei Pilot,6,Parody,1,TMS Entertainment,PG-13 - Teens 13 or older
Hibike! Euphonium 2,8,Music,1,Kyoto Animation,PG-13 - Teens 13 or older
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,8,Music,1,Kyoto Animation,PG-13 - Teens 13 or older
Yami Shibai 3,6,Dementia,1,ILCA,PG-13 - Teens 13 or older
Hetalia: The World Twinkle Extra Disc,7,Comedy,1,Studio Deen,PG-13 - Teens 13 or older
Detective Conan Movie 20: The Darkest Nightmare,8,Action,1,TMS Entertainment,G - All Ages
Hakuouki: Otogisoushi,7,Fantasy,1,DLE,PG-13 - Teens 13 or older
Oshiete! Galko-chan,7,Slice of Life,1,feel.,PG-13 - Teens 13 or older
Ajin OVA,7,Action,1,Polygon Pictures,R - 17+ (violence & profanity)
Bubuki Buranki,6,Action,1,SANZIGEN,PG-13 - Teens 13 or older
Osomatsu-san Special,7,Comedy,1,Studio Pierrot,PG-13 - Teens 13 or older
MEMORiES MELODiES,7,Music,1,Bones,G - All Ages
Leopard Eyes,7,Music,1,NAZ,G - All Ages
Seikaisuru Kado,7,Sci-Fi,1,Toei Animation,PG-13 - Teens 13 or older
Soukyuu no Fafner: Dead Aggressor - Exodus Special,7,Action,1,"Xebec, I.Gzwei",PG-13 - Teens 13 or older
Show By Rock!! #,7,Music,1,Bones,PG-13 - Teens 13 or older
Show By Rock!! Short!!,6,Music,1,Bones,PG-13 - Teens 13 or older
Mori no Densetsu: Dai Ni Gakushou,6,Fantasy,1,Tezuka Productions,G - All Ages
One Piece: Adventure of Nebulandia,7,Action,1,Toei Animation,PG-13 - Teens 13 or older
Four Seasons: Fuuka to Nanami,5,Cars,1,Shimogumi,G - All Ages
Master of Torque 3,6,Action,1,Shimogumi,G - All Ages
Kimi no Sumu Machi,6,Comedy,1,J.C.Staff,G - All Ages
Luck & Logic,6,Action,1,Doga Kobo,PG-13 - Teens 13 or older
"Watashitachi, Luck Logic-bu!",5,Game,1,Doga Kobo,PG-13 - Teens 13 or older
Blame! Movie,7,Action,1,Polygon Pictures,PG-13 - Teens 13 or older
Juicy Jungle,5,Sci-Fi,1,Unknown,G - All Ages
Tanaka-kun wa Itsumo Kedaruge,8,Slice of Life,1,SILVER LINK.,PG-13 - Teens 13 or older
Reikenzan: Hoshikuzu-tachi no Utage,7,Comedy,1,Studio Deen,PG-13 - Teens 13 or older
Sousei no Onmyouji,7,Action,1,Studio Pierrot,PG-13 - Teens 13 or older
Digimon Adventure tri. 2: Ketsui,8,Action,1,Toei Animation,PG-13 - Teens 13 or older
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8,Action,1,Bandai Namco Pictures,PG-13 - Teens 13 or older
Kemushi no Boro,7,Kids,1,Studio Ghibli,G - All Ages
DušaN,6,Music,1,Unknown,PG-13 - Teens 13 or older
Ai to Shi,6,Action,1,Unknown,G - All Ages
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,7,Sci-Fi,1,Satelight,PG-13 - Teens 13 or older
Closers: Side Blacklambs,6,Game,1,Studio Animal,PG - Children
Mahou Shoujo Madoka★Magica: Concept Movie,7,Drama,1,Shaft,PG-13 - Teens 13 or older
Mobile Suit Gundam-san (Movie),6,Comedy,1,Sunrise,PG-13 - Teens 13 or older
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,7,Action,1,Toei Animation,G - All Ages
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",7,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Shounen Maid,7,Comedy,1,8bit,PG-13 - Teens 13 or older
Mob Psycho 100,8,Action,1,Bones,PG-13 - Teens 13 or older
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8,Sci-Fi,1,White Fox,PG-13 - Teens 13 or older
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7,Action,1,Lerche,R - 17+ (violence & profanity)
Omoi no Kakera,7,Slice of Life,1,Gaina,PG-13 - Teens 13 or older
Okitegami Kyouko no Bibouroku x Monogatari,6,Supernatural,1,Shaft,PG - Children
Kimi ni Maji Kyun!,7,Magic,1,Sunrise,PG-13 - Teens 13 or older
Ensemble Stars!,7,Music,1,David Production,PG-13 - Teens 13 or older
Koukaku no Pandora,7,Action,1,"Studio Gokumi, AXsiZ",PG-13 - Teens 13 or older
Raldessia Chronicles,5,Action,1,Unknown,G - All Ages
Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,6,Comedy,1,OLM,G - All Ages
Teekyuu 7,7,Comedy,1,Millepensee,PG-13 - Teens 13 or older
Xi You Ji,7,Adventure,1,Unknown,PG - Children
Micchiri Neko March,7,Music,1,Unknown,G - All Ages
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,7,Military,1,Unknown,PG-13 - Teens 13 or older
Kuromukuro,7,Action,1,P.A. Works,R - 17+ (violence & profanity)
Tekkon Kinkreet Pilot,5,Action,1,Unknown,G - All Ages
Masamune Datenicle,6,Action,1,"Gainax, Gaina",PG-13 - Teens 13 or older
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,6,Fantasy,1,Studio Pierrot,G - All Ages
Dear Brave,6,Music,1,Unknown,G - All Ages
Koyomimonogatari,8,Comedy,1,Shaft,R - 17+ (violence & profanity)
Dies Irae,5,Action,1,A.C.G.T.,R - 17+ (violence & profanity)
Ketsuekigata-kun! 4,6,Comedy,1,"feel., Zexcs",PG-13 - Teens 13 or older
Kimi no Na wa.,9,Romance,1,CoMix Wave Films,PG-13 - Teens 13 or older
Shokugeki no Souma: Ni no Sara,8,Ecchi,1,J.C.Staff,PG-13 - Teens 13 or older
Kanamewo,7,Romance,1,Unknown,PG-13 - Teens 13 or older
Jingle,5,Fantasy,1,Unknown,G - All Ages
Anison Nippon,5,Action,1,Unknown,G - All Ages
Kakegae no,5,Drama,1,Unknown,PG - Children
Kerorinpasu,5,Music,1,Unknown,G - All Ages
Ai (ONA),3,Romance,1,Unknown,G - All Ages
Ai Sky Tree 21,5,Action,1,Unknown,G - All Ages
Present made no Michinori,5,Action,1,Unknown,PG - Children
Tenkou Kotofumi,5,Music,1,Unknown,PG - Children
Nakanaori,5,Action,1,Unknown,PG - Children
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6,Sci-Fi,1,Production IMS,PG-13 - Teens 13 or older
Tabi Machi Late Show,6,Slice of Life,1,CoMix Wave Films,PG - Children
Beautiful World,7,Action,1,Khara,G - All Ages
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,6,Comedy,1,Unknown,PG-13 - Teens 13 or older
Lupin III (2015): Italian Game,6,Action,1,TMS Entertainment,PG-13 - Teens 13 or older
Major 2nd,7,Sports,1,Unknown,G - All Ages
Yes! BanG_Dream!,7,Music,1,"Xebec, Issen",PG-13 - Teens 13 or older
Subarashii Sekai,6,Music,1,Unknown,G - All Ages
Nana-iro Megane,5,Music,1,Unknown,G - All Ages
Celebration and Chorale,6,Music,1,Unknown,G - All Ages
makemagic,5,Music,1,Unknown,G - All Ages
Hot Minute: Gudetama,6,Comedy,1,Unknown,G - All Ages
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,7,Action,1,OLM,PG - Children
Qualidea Code,7,Action,1,A-1 Pictures,PG-13 - Teens 13 or older
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,7,Action,1,Studio Pierrot,PG-13 - Teens 13 or older
Gintama°: Aizome Kaori-hen,8,Comedy,1,Bandai Namco Pictures,PG-13 - Teens 13 or older
D.Gray-man Hallow,8,Action,1,TMS Entertainment,R - 17+ (violence & profanity)
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7,Mystery,1,Toei Animation,R - 17+ (violence & profanity)
Azure Nihon Data Center,5,Action,1,Unknown,G - All Ages
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,8,Adventure,1,Studio Deen,PG-13 - Teens 13 or older
"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",6,Drama,1,Ordet,PG-13 - Teens 13 or older
Osomatsu-san Short Film Series,7,Comedy,1,10Gauge,PG-13 - Teens 13 or older
The New A-Class.: Next Stage with YOU,5,Cars,1,Unknown,G - All Ages
Project HAL,6,Action,1,Unknown,G - All Ages
Saga-ken wo Meguru Animation,6,Slice of Life,1,"Seven Arcs, Seven Arcs Pictures",G - All Ages
KochinPa!,4,Comedy,1,Unknown,G - All Ages
Clockwork Planet,6,Fantasy,1,Xebec,PG-13 - Teens 13 or older
Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,6,Sci-Fi,1,Studio 3Hz,G - All Ages
Kigyou Senshi Arslan,7,Comedy,1,Unknown,PG - Children
Garo: Honoo no Kokuin - Home,7,Action,1,MAPPA,PG-13 - Teens 13 or older
Aikodesho,5,Music,1,Asahi Production,G - All Ages
Joukyuusei,6,Music,1,Unknown,G - All Ages
One Piece: Long Ring Long Land-hen,7,Action,1,Toei Animation,PG-13 - Teens 13 or older
Mayoiga,6,Mystery,1,Diomedéa,R - 17+ (violence & profanity)
MONSTER GENERATiON,7,Music,1,NAZ,G - All Ages
Nora to Oujo to Noraneko Heart,5,Comedy,1,"W-Toon Studio, DMM.futureworks",PG-13 - Teens 13 or older
Usakame,6,Slice of Life,1,Millepensee,PG-13 - Teens 13 or older
Mitsuami no Kamisama,7,Slice of Life,1,Production I.G,G - All Ages
Under the Dog: Anthea-chan,5,Action,1,Kinema Citrus,PG-13 - Teens 13 or older
Nirvana,7,Music,1,Unknown,G - All Ages
Love Live! The School Idol Movie: Gekijou Manner CM,6,Comedy,1,Unknown,G - All Ages
Love Live! Kouhaku Special Anime,6,Music,1,Sunrise,PG - Children
Cheer Danshi!!,7,Sports,1,Brain's Base,PG-13 - Teens 13 or older
Kanojo to Kanojo no Neko: Everything Flows,8,Slice of Life,1,LIDENFILMS,G - All Ages
Days (TV),7,Sports,1,MAPPA,PG-13 - Teens 13 or older
BlazBlue: Alter Memory Specials,6,Comedy,1,"Hoods Entertainment, teamKG",PG-13 - Teens 13 or older
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",6,Ecchi,1,Hal Film Maker,PG-13 - Teens 13 or older
Girls & Panzer: Nihon Senshadou Renmei News,7,Comedy,1,Actas,PG-13 - Teens 13 or older
Super Mario World: Mario to Yoshi no Bouken Land,5,Game,1,Unknown,G - All Ages
Love Live! Sunshine!!,7,Music,1,Sunrise,PG-13 - Teens 13 or older
Xiyouji zhi Dasheng Guilai,7,Adventure,1,October Media,PG-13 - Teens 13 or older
Sakamoto Desu ga?,8,Slice of Life,1,Studio Deen,PG-13 - Teens 13 or older
Lu Shidai 2nd Season,7,Action,1,Unknown,PG-13 - Teens 13 or older
Non Non Biyori Repeat: Hotaru ga Tanoshinda,8,Comedy,1,SILVER LINK.,PG-13 - Teens 13 or older
Imawa no Kuni no Alice,6,Action,1,Production I.G,PG-13 - Teens 13 or older
Digimon Adventure tri. 3: Kokuhaku,8,Action,1,Toei Animation,PG-13 - Teens 13 or older
Stella no Mahou,7,Game,1,SILVER LINK.,PG-13 - Teens 13 or older
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,7,Comedy,1,A-1 Pictures,PG-13 - Teens 13 or older
Starry Tales: Seiza wa Toki wo Koete,6,Fantasy,1,KAGAYA Studio,PG - Children
Tokiwa Kitareri!!,6,Action,1,J.C.Staff,PG-13 - Teens 13 or older
Noblesse: Pamyeol-ui Sijak,7,Action,1,Studio Animal,R - 17+ (violence & profanity)
Shounen Ashibe: Go! Go! Goma-chan,6,Slice of Life,1,"Bridge, Husio Studio",G - All Ages
Neko Neko Nihonshi,6,Historical,1,Joker Films,G - All Ages
Kekkai Sensen: Ousama no Restaurant no Ousama,7,Action,1,Bones,R - 17+ (violence & profanity)
Gaza: Changing the World,6,Drama,1,Unknown,PG-13 - Teens 13 or older
Duel Masters VSRF,5,Action,1,Studio Hibari,PG-13 - Teens 13 or older
Seisen Cerberus: Ryuukoku no Fatalités,6,Adventure,1,Bridge,R - 17+ (violence & profanity)
Kanojo wa Zombie,6,Music,1,Unknown,PG-13 - Teens 13 or older
12-sai.: Chicchana Mune no Tokimeki,6,Romance,1,OLM,PG - Children
Onigiri,5,Comedy,1,Pierrot Plus,PG-13 - Teens 13 or older
Gi(a)rlish Number,7,Slice of Life,1,Diomedéa,PG-13 - Teens 13 or older
Endride,6,Adventure,1,Brain's Base,PG-13 - Teens 13 or older
Elsword: El-ui Yeoin,6,Action,1,DR Movie,G - All Ages
Youjo Senki,8,Action,1,Nut,R - 17+ (violence & profanity)
Hietsuki Bushi,6,Sci-Fi,1,Unknown,PG-13 - Teens 13 or older
Okusama ga Seitokaichou! OVA: Okusama Gekijou,7,Comedy,1,Seven,PG-13 - Teens 13 or older
Nowisee,7,Music,1,Unknown,G - All Ages
Okusama ga Seitokaichou!: Okusama Gekijou,7,Comedy,1,Seven,PG-13 - Teens 13 or older
Hokori Inu no Hanashi,6,Dementia,1,Unknown,G - All Ages
Usawaltz,5,Music,1,Unknown,PG-13 - Teens 13 or older
Usaband,5,Music,1,Unknown,G - All Ages
Yanesenondo,5,Music,1,Unknown,G - All Ages
Handa-kun,7,Slice of Life,1,Diomedéa,PG-13 - Teens 13 or older
Bananya,7,Slice of Life,1,Gathering,G - All Ages
Noblesse: Awakening,7,Action,1,Production I.G,R - 17+ (violence & profanity)
Battle Spirits: Double Drive,6,Game,1,Bandai Namco Pictures,PG - Children
Udon no Kuni no Kiniro Kemari,8,Slice of Life,1,LIDENFILMS,PG-13 - Teens 13 or older
Uchuu Patrol Luluco,8,Action,1,Trigger,PG-13 - Teens 13 or older
Kagewani: Shou,6,Mystery,1,Tomovies,R - 17+ (violence & profanity)
Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,6,Comedy,1,Zexcs,PG-13 - Teens 13 or older
